split,fold,task,target,feature_set,model,transform,n_features,n_train,n_test,original_n,original_mae,original_rmse,original_r2,original_pearson_r,original_spearman_r,original_bias,modelscale_mae,modelscale_rmse,modelscale_r2,modelscale_pearson_r,modelscale_spearman_r,modelscale_bias,accuracy,balanced_accuracy,macro_f1,experiment_group,experiment_family,validation_design,preset_or_model_config,station_temporal_available
station_temporal,1.0,classification,NH3_binary,S2 + Context,XGBoost,,138,187,38,,,,,,,,,,,,,,0.5,0.5404040404040404,0.4911909795630725,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,classification,NH3_binary,S2 + Context,CatBoost,,138,187,38,,,,,,,,,,,,,,0.4210526315789473,0.5117845117845118,0.4210526315789473,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,classification,NH3_binary,S2 + Context,Stacking_LogisticMeta,,138,187,38,,,,,,,,,,,,,,0.5789473684210527,0.6228956228956228,0.5681818181818181,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,DummyMedian,raw,32,187,38,38.0,1.0147368421052632,1.1792147253240406,-0.0894509031814485,-3.1032646700953456e-16,,-0.3378947368421054,1.0147368421052632,1.1792147253240406,-0.0894509031814485,-3.1032646700953456e-16,,-0.3378947368421054,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,Ridge,raw,32,187,38,38.0,0.952449583575197,1.1411860186526963,-0.020316148296138,0.2583050124307893,0.2038649299390878,-0.2315263580591595,0.952449583575197,1.1411860186526963,-0.020316148296138,0.2583050124307893,0.2038649299390878,-0.2315263580591595,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,ElasticNet,raw,32,187,38,38.0,0.9460637886230904,1.152980034949215,-0.0415148102093381,0.2349196333138974,0.1948869899525114,-0.1525846356113255,0.9460637886230904,1.152980034949215,-0.0415148102093381,0.2349196333138974,0.1948869899525114,-0.1525846356113255,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,RandomForest,raw,32,187,38,38.0,1.007846268674933,1.2023620461328972,-0.1326412998101882,0.209572844803616,0.1983905762887363,-0.429080598075693,1.007846268674933,1.2023620461328972,-0.1326412998101882,0.209572844803616,0.1983905762887363,-0.429080598075693,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,ExtraTrees,raw,32,187,38,38.0,0.9356141604010024,1.0952732686972178,0.0601320233181019,0.4184944792837688,0.4306126581366446,-0.3798555137844615,0.9356141604010024,1.0952732686972178,0.0601320233181019,0.4184944792837688,0.4306126581366446,-0.3798555137844615,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,XGBoost,raw,32,187,38,38.0,1.1622276338778044,1.3510451409596174,-0.4300841572145217,0.0752924757547732,0.0825532530472997,-0.3777190883536087,1.1622276338778044,1.3510451409596174,-0.4300841572145217,0.0752924757547732,0.0825532530472997,-0.3777190883536087,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,CatBoost,raw,32,187,38,38.0,1.0866357223572056,1.267375984832505,-0.2584408947038972,0.1113421493498321,0.0564953296716269,-0.354550922026778,1.0866357223572056,1.267375984832505,-0.2584408947038972,0.1113421493498321,0.0564953296716269,-0.354550922026778,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,DO,S2 only,Stacking_RidgeMeta,raw,32,187,38,38.0,0.9974714576664772,1.1585070045510637,-0.0515240343437044,0.2497617243478156,0.2109815896845446,-0.3807062655368221,0.9974714576664772,1.1585070045510637,-0.0515240343437044,0.2497617243478156,0.2109815896845446,-0.3807062655368221,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,DummyMedian,raw,32,187,38,38.0,0.726315789473684,0.9461834694681244,-0.0991735537190083,1.1654319311415541e-16,,-0.2842105263157896,0.726315789473684,0.9461834694681244,-0.0991735537190083,1.1654319311415541e-16,,-0.2842105263157896,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,Ridge,raw,32,187,38,38.0,0.5710815660133772,0.7047155517334258,0.3902619896043403,0.6493335713986633,0.5813386450175876,-0.0844518857331586,0.5710815660133772,0.7047155517334258,0.3902619896043403,0.6493335713986633,0.5813386450175876,-0.0844518857331586,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,ElasticNet,raw,32,187,38,38.0,0.5763832930551808,0.6936360565169118,0.409283803071047,0.6402225638056185,0.5878040512486974,-0.0157053097495038,0.5763832930551808,0.6936360565169118,0.409283803071047,0.6402225638056185,0.5878040512486974,-0.0157053097495038,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,RandomForest,raw,32,187,38,38.0,0.599367108997936,0.7480575234108885,0.3129544228217557,0.5603880858294017,0.5411216265969553,-0.0129849232638707,0.599367108997936,0.7480575234108885,0.3129544228217557,0.5603880858294017,0.5411216265969553,-0.0129849232638707,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,ExtraTrees,raw,32,187,38,38.0,0.6759373433583965,0.808302015774486,0.1978365279646968,0.4738546208257918,0.4525784361776883,0.0252581453634091,0.6759373433583965,0.808302015774486,0.1978365279646968,0.4738546208257918,0.4525784361776883,0.0252581453634091,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,XGBoost,raw,32,187,38,38.0,0.5824070899110092,0.7645136741027014,0.2823939802119029,0.5628161985107987,0.5678599167730705,0.1095196541986967,0.5824070899110092,0.7645136741027014,0.2823939802119029,0.5628161985107987,0.5678599167730705,0.1095196541986967,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,CatBoost,raw,32,187,38,38.0,0.6197188730206977,0.7646987663694765,0.2820464667326233,0.532944237685287,0.4953158671968889,0.0168462810294115,0.6197188730206977,0.7646987663694765,0.2820464667326233,0.532944237685287,0.4953158671968889,0.0168462810294115,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,BOD,S2 only,Stacking_RidgeMeta,raw,32,187,38,38.0,0.6481767391899119,0.7801016338157346,0.2528325686882486,0.5095970525002077,0.4679200780820168,-0.066665659578265,0.6481767391899119,0.7801016338157346,0.2528325686882486,0.5095970525002077,0.4679200780820168,-0.066665659578265,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,DummyMedian,log1p,32,187,38,38.0,15.667105263157898,30.47148084253278,-0.0643190935919253,,,-7.4907894736842096,0.7006385237469781,0.9000618534975737,-0.0070209765518183,-3.2574183306499333e-17,,0.0751539581350412,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,Ridge,log1p,32,187,38,38.0,13.050826969302031,25.770378510742315,0.23875171476728,0.5856481478636273,0.5207353102089946,-6.061571577391041,0.5876748271894081,0.7415323748662368,0.3164755734506701,0.5631718108683256,0.5207353102089946,0.0228442578406998,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,ElasticNet,log1p,32,187,38,38.0,12.920451005984594,25.615485987480906,0.2478751596875892,0.5640811786959676,0.525987525987526,-5.5134898083143415,0.5948831289459049,0.7420134153756193,0.3155884656221275,0.5671356105483285,0.525987525987526,0.0195069364091292,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,RandomForest,log1p,32,187,38,38.0,15.540118594670858,27.84342751108421,0.1113512715864215,0.422525593372889,0.5579385053069263,-1.6448329173711482,0.6412523852173507,0.8086226670889529,0.1871963822820807,0.551698175337917,0.5579385053069263,0.0418106413121772,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,ExtraTrees,log1p,32,187,38,38.0,14.689524357843473,26.35086104982536,0.2040709529520088,0.4674795641476659,0.5892329576540103,-0.5297159505079522,0.6049003777859744,0.7904593128383305,0.2233008201950925,0.5604855459241008,0.5892329576540103,0.1619960872918634,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,XGBoost,log1p,32,187,38,38.0,16.306463204297422,27.831696478909475,0.112099927313679,0.4631682441561819,0.6209650946493052,1.458576925431465,0.6482390601551931,0.810592514557465,0.1832314938489653,0.5971426784098863,0.6209650946493052,0.115470951763858,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,CatBoost,log1p,32,187,38,38.0,13.773207521747088,25.412506360610877,0.259747754980474,0.5178037308608656,0.6183389867600394,-2.0762979480165398,0.5697531024122412,0.7212356920994912,0.3533813493504716,0.6266723161219505,0.6183389867600394,0.0924418520410369,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,Turbidity,S2 only,Stacking_RidgeMeta,log1p,32,187,38,38.0,11.913837584024126,25.58430686211487,0.2497050154776964,0.5651898036688906,0.5367107998686946,-6.402673285135411,0.5602810808248001,0.7355105750604417,0.3275319607385664,0.5845797647699127,0.5367107998686946,-0.0582682659137328,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,DummyMedian,log1p,32,187,38,38.0,13.703178404905827,22.47100357180289,-0.0017098885122064,,,-0.9284005424625964,0.6782742140080138,0.7734482916505129,-0.1601330145602759,-4.231385377369964e-16,,0.2873543866591371,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,Ridge,log1p,32,187,38,38.0,11.516311603347145,19.76845123823647,0.2247490358283458,0.5372783019307045,0.5724973695516659,0.0104179916428184,0.5687648719686459,0.6520083585962848,0.1755742586085152,0.598774057407223,0.5724973695516659,0.2854260268519887,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,ElasticNet,log1p,32,187,38,38.0,11.931053525209682,19.96404751617381,0.2093319074741185,0.4951612727211159,0.5603436647795419,0.5904897475151957,0.5830833197051825,0.6695074049859738,0.1307274082767623,0.5655709730149823,0.5603436647795419,0.3061690158182017,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,RandomForest,log1p,32,187,38,38.0,14.345965678780086,22.992044398293125,-0.0487022560813059,0.2903329064076629,0.4921671684863896,4.236106839627649,0.6308666577564318,0.7485402674243923,-0.0866146421048279,0.5030256963750637,0.4921671684863896,0.3910665336082796,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,ExtraTrees,log1p,32,187,38,38.0,14.40478091108826,22.566300159688566,-0.0102241455477307,0.2969717959606496,0.5140438370762127,4.79913080242375,0.6529611871381739,0.7747865082682226,-0.1641510009409035,0.4881277547960537,0.5140438370762127,0.4373441423329143,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,XGBoost,log1p,32,187,38,38.0,14.520589198224355,24.02341271648784,-0.1448970288163584,0.1980532548078281,0.4767724757750327,4.2627165964888905,0.6425223254321315,0.7918526479866634,-0.2160010880884018,0.4181736561597857,0.4767724757750327,0.3898715890188809,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,CatBoost,log1p,32,187,38,38.0,12.846341903571169,22.173872965487742,0.0246058788760895,0.2998108349415669,0.5293227802183114,3.1267888773820407,0.5905939814344233,0.7287468226684687,-0.0299083170925764,0.5030187780837783,0.5293227802183114,0.3644219589484554,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,SS,S2 only,Stacking_RidgeMeta,log1p,32,187,38,38.0,12.573307329817244,21.1483810836928,0.1127392322664725,0.3506593230023455,0.5148540840610211,2.0450653197499107,0.5977821017955085,0.7054048139964362,0.0350116835982659,0.5283785236914118,0.5148540840610211,0.3545805096079206,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,DummyMedian,log1p,32,187,38,38.0,4069.4736842105262,8319.5002380267,-0.1523798314332765,,,-3025.2631578947367,1.187927621422946,1.444324609503686,-2.4133024600914155e-06,0.0,,0.0022437277792644,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,Ridge,log1p,32,187,38,38.0,4209.337593986762,7829.954733448281,-0.0207506718212873,0.2585652060604179,0.2275814021797639,-2285.425853951252,1.2350179556058096,1.5359029048113744,-0.1308342386833381,0.2402288627318937,0.2275814021797639,-0.0664026936634478,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,ElasticNet,log1p,32,187,38,38.0,4265.284837566483,7468.584496524267,0.0712950307009443,0.3551629131224088,0.2327437216307528,-1726.1363453756528,1.2342460890369356,1.528129689985391,-0.11941688441201,0.2873089937807078,0.2327437216307528,0.0194376071907873,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,RandomForest,log1p,32,187,38,38.0,4135.25625609061,7397.476515040463,0.0888951427739447,0.402860953571564,0.1752991881654938,-1983.742234960209,1.2137791077182094,1.5002708059077066,-0.0789734106696384,0.2346765532783324,0.1752991881654938,0.1384388019563064,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,ExtraTrees,log1p,32,187,38,38.0,4377.165508595015,7435.644318613579,0.0794690681230225,0.3595454361288153,0.1502564469989947,-1729.5364990461044,1.270951533206241,1.5708825519345009,-0.1829294870935984,0.2125325465534126,0.1502564469989947,0.1586217427591276,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,XGBoost,log1p,32,187,38,38.0,4392.491297602566,7123.6207582173365,0.1551049740681661,0.4396483702561601,0.2161583974371503,-1077.9225429320572,1.2927386439065338,1.577682261957018,-0.1931924900952439,0.2871411624177296,0.2161583974371503,0.1254802984942361,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,CatBoost,log1p,32,187,38,38.0,4411.480259142144,7679.446670075952,0.0181140868767557,0.293851991871789,0.1569564786268738,-1552.7095405265975,1.2523709114569497,1.6040188469965495,-0.2333614203517851,0.2104313550969815,0.1569564786268738,0.0648106111863366,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,TCB,S2 only,Stacking_RidgeMeta,log1p,32,187,38,38.0,3982.410755607364,7738.680699601031,0.0029084687881719,0.352320766584284,0.2470224775590198,-2475.666947097841,1.1553044727597974,1.4339219846360771,0.0143505760522862,0.26471768581292,0.2470224775590198,0.0298221415301362,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,FCB,S2 only,DummyMedian,log1p,32,187,38,38.0,1392.1315789473683,3157.3755715783955,-0.1264512799735409,,,-1057.8684210526317,1.3689422219853422,1.62023038549304,-0.0027388049962566,4.261434078506751e-16,,0.0846766011171242,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,FCB,S2 only,Ridge,log1p,32,187,38,38.0,1398.498031009378,3136.6736028232085,-0.1117280971739687,0.0534475479500126,0.0041621049794953,-972.5460101753944,1.4000622321441043,1.7792105570723091,-0.2091744739434515,0.0270646306005204,0.0041621049794953,-0.0387100885217223,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,FCB,S2 only,ElasticNet,log1p,32,187,38,38.0,1424.578885204848,3036.792146938707,-0.0420536019775386,0.2062290052045978,0.0123767858600781,-864.066257448535,1.43220691076131,1.754189948063731,-0.1754049436513183,0.0941811732181106,0.0123767858600781,0.0589364731828887,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,FCB,S2 only,RandomForest,log1p,32,187,38,38.0,1355.459119333281,2967.962155129356,0.0046481188739749,0.3081923550116833,0.2055860801713868,-807.5103681674968,1.2838255573525457,1.5928352701797834,0.0308834633239437,0.280372491912054,0.2055860801713868,0.2642130190660172,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,2.0,regression,FCB,S2 only,ExtraTrees,log1p,32,187,38,38.0,1381.9594272543648,2947.675210927527,0.0182086937786261,0.3274240518166309,0.1162103521906453,-817.7770206360404,1.384493384071786,1.6612548571145749,-0.0541606587158145,0.1854956712368023,0.1162103521906453,0.2020836768386212,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
